,Sample.Name,Phylum,Class,Order,Family,Genus,Count,,,,
1358,FS903_30_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,2876,0.010407804,0.010407804,,
1359,FS903_30_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,8099363,29.31035631,29.31035631,,
1360,FS903_30_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,414940,1.501604416,1.501604416,,
1367,FS903_30_13H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,1177,0.004259383,0.004259383,,
1368,FS903_30_13H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,7420341,26.85307951,26.85307951,,
1372,FS903_30_13H,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,2852,0.010320952,0.010320952,,
1374,FS903_30_13H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,1492,0.00539932,0.00539932,,
1376,FS903_30_13H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,729,0.00263814,0.00263814,,
1463,FS903_30_13H,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,381,0.001378781,0.001378781,,
1471,FS903_30_13H,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Hydrogenovibrio,951,0.003441524,0.003441524,,
1474,FS903_30_13H,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrospiraceae_unclassified,1015,0.00367313,0.00367313,,27633110
1498,FS903_30_13L,Annelida,Polychaeta,Polychaeta_unclassified,Polychaeta_unclassified,Polychaeta_unclassified,493,0.016411369,0.016411369,,
1499,FS903_30_13L,Annelida,Polychaeta,Sabellida,Sabellida_fa,Sabellida_ge,978,0.032556429,0.032556429,,
1504,FS903_30_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,452,0.015046529,0.015046529,,
1506,FS903_30_13L,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,1115,0.037116992,0.037116992,,
1520,FS903_30_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,138413,4.607600162,4.607600162,,
1521,FS903_30_13L,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,401,0.013348802,0.013348802,,
1529,FS903_30_13L,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,654,0.021770863,0.021770863,,
1577,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,30276,1.007851159,1.007851159,,
1580,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,255521,8.505982826,8.505982826,,
1583,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,uncultured,405,0.013481957,0.013481957,,
1584,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,500,0.016644391,0.016644391,,
1586,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,824,0.027429956,0.027429956,,
1590,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,772,0.02569894,0.02569894,,
1591,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,8108,0.269905443,0.269905443,,
1592,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,405,0.013481957,0.013481957,,
1593,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,1940640,64.6015416,64.6015416,,
1594,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,78229,2.604148115,2.604148115,,
1596,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,2447,0.081457649,0.081457649,,
1598,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,421,0.014014577,0.014014577,,
1599,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,452,0.015046529,0.015046529,,
1602,FS903_30_13L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,375,0.012483293,0.012483293,,
1603,FS903_30_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,430595,14.33398302,14.33398302,,
1605,FS903_30_13L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,533,0.017742921,0.017742921,,
1607,FS903_30_13L,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,8935,0.297435266,0.297435266,,
1608,FS903_30_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,7057,0.234918933,0.234918933,,
1609,FS903_30_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,43825,1.458880864,1.458880864,,
1610,FS903_30_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,8370,0.278627104,0.278627104,,
1611,FS903_30_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,376,0.012516582,0.012516582,,
1630,FS903_30_13L,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,372,0.012383427,0.012383427,,
1638,FS903_30_13L,Lentisphaerae,Lentisphaeria,Victivallales,BD2-3,BD2-3_ge,495,0.016477947,0.016477947,,
1649,FS903_30_13L,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,1671,0.055625554,0.055625554,,
1705,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,3960,0.131823576,0.131823576,,
1707,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans,511,0.017010568,0.017010568,,
1710,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,1371,0.04563892,0.04563892,,
1713,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfonema,462,0.015379417,0.015379417,,
1720,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,1841,0.061284647,0.061284647,,
1721,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,1433,0.047702824,0.047702824,,
1726,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,6610,0.220038848,0.220038848,,
1728,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonauticus,1620,0.053927827,0.053927827,,
1729,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,864,0.028761508,0.028761508,,
1730,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfovermiculus,794,0.026431293,0.026431293,,
1731,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,4963,0.165212224,0.165212224,,
1745,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,552,0.018375408,0.018375408,,
1753,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,720,0.023967923,0.023967923,,
1757,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoaceae_unclassified,745,0.024800142,0.024800142,,
1758,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithioploca,1315,0.043774748,0.043774748,,
1772,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticolaceae_unclassified,363,0.012083828,0.012083828,,
1779,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,5556,0.184952472,0.184952472,,
1791,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,406,0.013515245,0.013515245,,
1794,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,462,0.015379417,0.015379417,,
1795,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,718,0.023901345,0.023901345,,
1799,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrospiraceae_unclassified,435,0.01448062,0.01448062,,
1809,FS903_30_13L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,4204,0.139946039,0.139946039,3004015,
1851,FS903_55_12H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,46016,2.271082881,2.271082881,,
1865,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,9426,0.465212692,0.465212692,,
1866,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,14970,0.738832378,0.738832378,,
1868,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,16669,0.822685165,0.822685165,,
1873,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,412,0.020333931,0.020333931,,
1875,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,7938,0.391773642,0.391773642,,
1876,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,1088044,53.6995415,53.6995415,,
1877,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,365,0.018014283,0.018014283,,
1878,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,47276,2.333269173,2.333269173,,
1880,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,433010,21.37086227,21.37086227,,
1882,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,20370,1.00534506,1.00534506,,
1883,FS903_55_12H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,881,0.04348105,0.04348105,,
1884,FS903_55_12H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,117423,5.795318261,5.795318261,,
1887,FS903_55_12H,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,555,0.027391581,0.027391581,,
1888,FS903_55_12H,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,1297,0.064012398,0.064012398,,
1889,FS903_55_12H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,48858,2.411347518,2.411347518,,
1891,FS903_55_12H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,152071,7.505342592,7.505342592,,
1933,FS903_55_12H,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,580,0.028625436,0.028625436,,
1955,FS903_55_12H,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,364,0.017964929,0.017964929,,
1960,FS903_55_12H,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,18985,0.936989492,0.936989492,,
1961,FS903_55_12H,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotogaceae_unclassified,660,0.032573772,0.032573772,2026170,
1995,FS903_55_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,641,0.005685139,0.005685139,,
1996,FS903_55_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,1378,0.012221719,0.012221719,,
1998,FS903_55_12L,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,1356,0.012026597,0.012026597,,
2003,FS903_55_12L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,182649,1.619945348,1.619945348,,
2008,FS903_55_12L,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,404,0.003583145,0.003583145,,
2017,FS903_55_12L,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,362,0.00321064,0.00321064,,
2048,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,425,0.003769398,0.003769398,,
2050,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,56396,0.500185809,0.500185809,,
2054,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,84877,0.752788689,0.752788689,,
2055,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,2369,0.021011068,0.021011068,,
2056,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,90031,0.7985004,0.7985004,,
2061,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,366,0.003246117,0.003246117,,
2064,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,48349,0.428815584,0.428815584,,
2065,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,4739148,42.03231749,42.03231749,,
2066,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,6890,0.061108593,0.061108593,,
2067,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,220227,1.953231084,1.953231084,,
2068,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,632,0.005605317,0.005605317,,
2069,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,2377532,21.08673961,21.08673961,,
2071,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,100964,0.895467055,0.895467055,,
2072,FS903_55_12L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,4973,0.044106391,0.044106391,,
2073,FS903_55_12L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,840792,7.457128641,7.457128641,,
2077,FS903_55_12L,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,2264,0.020079805,0.020079805,,
2078,FS903_55_12L,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,9010,0.079911237,0.079911237,,
2079,FS903_55_12L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,550306,4.880758421,4.880758421,,
2080,FS903_55_12L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,2192,0.019441224,0.019441224,,
2081,FS903_55_12L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,1767647,15.67756481,15.67756481,,
2092,FS903_55_12L,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_3,Caloranaerobacter,413,0.003662968,0.003662968,,
2134,FS903_55_12L,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,622,0.005516625,0.005516625,,
2154,FS903_55_12L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,1235,0.010953427,0.010953427,,
2160,FS903_55_12L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,1390,0.012328149,0.012328149,,
2199,FS903_55_12L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,596,0.005286026,0.005286026,,
2205,FS903_55_12L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,171796,1.523688227,1.523688227,,
2206,FS903_55_12L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotogaceae_unclassified,6175,0.054767135,0.054767135,,
2207,FS903_55_12L,Thermotogae,Thermotogae,Thermotogae_unclassified,Thermotogae_unclassified,Thermotogae_unclassified,603,0.005348111,0.005348111,11275010,
2219,FS903_55_13H,,NA,NA,NA,NA,2835336,67.95602436,67.95602436,,
2241,FS903_55_13H,Epsilonbacteraeota,,NA,NA,NA,538,0.012894536,0.012894536,,
2242,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,,NA,NA,9467,0.226900686,0.226900686,,
2243,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,,NA,32404,0.776644113,0.776644113,,
2248,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,,31487,0.754665881,0.754665881,,
2249,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,54169,1.298297586,1.298297586,,
2257,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,,339738,8.142683549,8.142683549,,
2258,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,672691,16.12274735,16.12274735,,
2259,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,1594,0.038204256,0.038204256,,
2260,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,35904,0.860530497,0.860530497,,
2263,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,16792,0.402462904,0.402462904,,
2268,FS903_55_13H,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,573,0.013733399,0.013733399,,
2269,FS903_55_13H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,,28584,0.685088117,0.685088117,,
2271,FS903_55_13H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,91598,2.195378579,2.195378579,,
2319,FS903_55_13H,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,,671,0.016082218,0.016082218,,
2320,FS903_55_13H,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,20764,0.497661967,0.497661967,4172310,
2337,FS903_55_13L,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,355,0.017683061,0.017683061,,
2342,FS903_55_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,953,0.047470301,0.047470301,,
2343,FS903_55_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,1448,0.072126963,0.072126963,,
2344,FS903_55_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,137,0.006824167,0.006824167,,
2345,FS903_55_13L,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,931,0.04637445,0.04637445,,
2353,FS903_55_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,62903,3.133288935,3.133288935,,
2385,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,1580,0.078702073,0.078702073,,
2388,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,51348,2.557717759,2.557717759,,
2390,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,80338,4.00175137,4.00175137,,
2392,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,50727,2.526784856,2.526784856,,
2395,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,533,0.026549497,0.026549497,,
2396,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,908,0.045228786,0.045228786,,
2397,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,1372,0.068341294,0.068341294,,
